Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Order Date,Month,Year,Quarter,Stock_Level,Reorder_Point,Shelf_Life_Days,Days_To_Expiry,Near_Expiry,Low_Stock,Profit_Margin,Is_Anomaly,Anomaly_Score
Standard Class,Corporate,United States,Franklin,Wisconsin,53132,Central,Office Supplies,Binders,171.55,5,0.0,80.6285,2016-12-05,12,2016,4,402,120,730,326,0,0,47.0,0,1
First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Office Supplies,Appliances,157.92,5,0.2,17.766,2016-03-13,3,2016,1,117,30,730,50,0,0,11.25,0,1
First Class,Home Office,United States,Scottsdale,Arizona,85254,West,Technology,Phones,203.184,2,0.2,15.2388,2016-03-13,3,2016,1,174,45,540,-141,1,0,7.5,0,1
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,58.38,7,0.0,26.271,2015-05-31,5,2015,2,492,150,730,-214,1,0,45.0,0,1
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,105.52,4,0.0,48.5392,2015-05-31,5,2015,2,493,150,730,-220,1,0,46.0,0,1
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,80.88,6,0.0,21.0288,2015-05-31,5,2015,2,226,66,1095,95,0,0,26.0,0,1
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0.0,1.7901,2015-05-28,5,2015,2,354,105,365,-612,1,0,27.0,0,1
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,457.568,2,0.2,51.4764,2014-03-01,3,2014,1,93,24,1825,414,0,0,11.25,0,1
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,14.62,2,0.0,6.8714,2016-11-20,11,2016,4,609,180,365,-81,1,0,47.0,0,1
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,944.93,7,0.0,236.2325,2016-11-20,11,2016,4,141,45,540,131,0,0,25.0,0,1
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,5.98,1,0.0,2.691,2016-05-11,5,2016,2,496,150,730,89,0,0,44.99999999999999,0,1
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,54.384,2,0.2,1.3596,2015-12-28,12,2015,4,184,54,365,-417,1,0,2.5,0,1
Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,28.4,5,0.0,13.348,2016-11-16,11,2016,4,420,135,365,-85,1,0,47.0,0,1
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.68,2,0.2,9.688,2016-11-07,11,2016,4,404,120,730,275,0,0,35.0,0,1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,9.936,3,0.2,2.7324,2014-09-08,9,2014,3,356,105,365,-903,1,0,27.500000000000004,0,1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,8159.952,8,0.4,-1359.992,2014-09-08,9,2014,3,56,12,730,-490,1,0,-16.666666666666664,1,-1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,2014-09-08,9,2014,3,203,66,1095,-152,1,0,-21.250000000000004,0,1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,2014-09-08,9,2014,3,52,24,1825,599,0,0,-1.4285714285714286,1,-1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,32.064,6,0.2,6.8136,2014-09-08,9,2014,3,320,105,365,-845,1,0,21.25,0,1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,2014-09-08,9,2014,3,74,30,730,-488,1,0,-255.00000000000003,1,-1
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985,2014-09-08,9,2014,3,145,45,540,-683,1,0,6.25,0,1
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,2014-08-05,8,2014,3,524,150,730,-542,1,0,46.99999999999999,0,1
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,2014-08-05,8,2014,3,483,150,730,-556,1,0,48.00000000000001,0,1
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259,2014-08-05,8,2014,3,88,24,1825,525,0,0,6.25,0,1
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,2014-09-14,9,2014,3,96,30,730,-489,1,0,-250.0,1,-1
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,2014-09-14,9,2014,3,578,180,365,-841,1,0,32.49999999999999,0,1
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,2017-04-21,4,2017,2,84,30,730,471,0,0,-250.0,1,-1
Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,2015-11-21,11,2015,4,64,24,1825,1015,0,0,-2.8571428571428568,0,1
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,2015-11-21,11,2015,4,115,36,730,-70,1,0,-23.75,0,1
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,2015-12-15,12,2015,4,361,105,365,-431,1,0,43.00000000000001,0,1
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,2014-12-05,12,2014,4,249,66,1095,-85,1,0,7.5,0,1
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395,2014-12-05,12,2014,4,162,54,365,-814,1,0,18.749999999999996,0,1
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,2014-11-19,11,2014,4,170,45,540,-651,1,0,26.0,0,1
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,2014-11-19,11,2014,4,151,45,540,-635,1,0,28.000000000000004,0,1
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,2014-11-19,11,2014,4,188,54,365,-826,1,0,25.0,0,1
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,2016-11-28,11,2016,4,418,120,730,300,0,0,48.0,0,1
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,2014-08-26,8,2014,3,201,54,365,-862,1,0,13.0,0,1
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,2016-07-16,7,2016,3,221,66,1095,514,0,0,10.0,0,1
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,2016-07-16,7,2016,3,473,150,730,161,0,0,31.25,0,1
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,2015-10-12,10,2015,4,69,21,1825,971,0,0,12.5,0,1
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,2015-10-12,10,2015,4,156,45,540,-327,1,0,27.999999999999996,0,1
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,2015-10-12,10,2015,4,492,150,730,-130,1,0,47.99999999999999,0,1
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,2015-10-12,10,2015,4,78,21,1825,982,0,0,7.5,0,1
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,2015-10-12,10,2015,4,364,105,365,-488,1,0,33.0,0,1
Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,2015-10-31,10,2015,4,434,135,365,-440,1,0,47.0,0,1
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,2014-03-21,3,2014,1,362,105,365,-1028,1,0,16.249999999999996,0,1
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,2014-03-21,3,2014,1,348,105,365,-1020,1,0,26.249999999999996,0,1
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,2017-11-06,11,2017,4,225,66,1095,992,0,0,26.0,0,1
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,2017-07-06,7,2017,3,382,120,730,517,0,0,-76.66666666666666,0,1
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,2017-07-06,7,2017,3,501,150,730,504,0,0,36.24999999999999,0,1
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,2017-06-24,6,2017,2,476,150,730,510,0,0,31.25,0,1
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,2014-08-03,8,2014,3,88,18,1825,578,0,0,-74.0,1,-1
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,2014-08-03,8,2014,3,120,30,730,-517,1,0,11.249999999999998,0,1
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,2017-12-17,12,2017,4,91,30,730,696,0,0,-270.0,1,-1
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,2017-06-03,6,2017,2,197,60,1825,1594,0,0,27.500000000000004,0,1
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,2017-12-09,12,2017,4,121,45,540,510,0,0,10.0,0,1
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,2017-12-01,12,2017,4,231,66,1095,1016,0,0,6.999999999999999,0,1
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,2017-12-01,12,2017,4,164,45,540,509,0,0,27.0,0,1
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,2017-12-01,12,2017,4,426,120,730,690,0,0,47.0,0,1
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,2017-12-01,12,2017,4,722,210,365,308,0,0,31.000000000000007,0,1
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,2017-12-01,12,2017,4,195,66,1095,1019,0,0,4.000000000000001,0,1
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,2015-02-09,2,2015,1,177,54,365,-706,1,0,31.25,0,1
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,2015-01-02,1,2015,1,597,180,365,-734,1,0,37.50000000000001,0,1
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,2015-01-02,1,2015,1,83,21,1825,720,0,0,-54.0,0,1
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,2015-01-02,1,2015,1,163,45,540,-608,1,0,-23.333333333333332,0,1
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,2015-01-02,1,2015,1,29,12,730,-364,1,0,-80.0,1,-1
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,2015-01-02,1,2015,1,179,54,365,-731,1,0,5.0,0,1
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,2016-10-28,10,2016,4,200,66,1095,658,0,0,27.999999999999996,0,1
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,2016-10-28,10,2016,4,177,45,540,74,0,0,7.500000000000001,0,1
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,2015-12-24,12,2015,4,724,210,365,-395,1,0,32.5,0,1
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,2015-12-24,12,2015,4,497,150,730,-23,1,0,36.25,0,1
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,2015-12-24,12,2015,4,394,120,730,-58,1,0,-70.0,0,1
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,2015-12-24,12,2015,4,208,60,1825,1083,0,0,26.250000000000007,0,1
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,2015-12-24,12,2015,4,42,12,730,-25,1,0,-80.0,1,-1
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,2015-12-24,12,2015,4,320,105,365,-376,1,0,10.0,0,1
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,2015-08-09,8,2015,3,376,105,365,-540,1,0,43.99999999999999,0,1
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,2015-08-09,8,2015,3,56,18,1825,942,0,0,21.999999999999996,0,1
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,2015-08-09,8,2015,3,246,66,1095,213,0,0,1.0,0,1
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,2015-02-28,2,2015,1,101,24,1825,763,0,0,-17.5,0,1
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,2015-02-28,2,2015,1,62,24,1825,777,0,0,11.25,0,1
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,2014-09-13,9,2014,3,410,120,730,-492,1,0,-66.66666666666667,0,1
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,2017-04-07,4,2017,2,32,18,1825,1538,0,0,-43.63636363636363,0,1
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,2017-04-07,4,2017,2,68,18,1825,1535,0,0,-40.0,0,1
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,2017-04-07,4,2017,2,375,120,730,426,0,0,-66.66666666666666,0,1
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,2017-04-07,4,2017,2,177,60,1825,1555,0,0,0.0,0,1
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,2017-04-07,4,2017,2,176,54,365,75,0,0,-1.25,0,1
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,2017-11-12,11,2017,4,478,150,730,624,0,0,44.99999999999999,0,1
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,2016-06-04,6,2016,2,506,150,730,122,0,0,36.25,0,1
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,2016-06-04,6,2016,2,202,60,1825,1249,0,0,-85.0,1,-1
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,2016-06-04,6,2016,2,220,60,1825,1248,0,0,-40.0,0,1
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,2016-06-04,6,2016,2,161,45,540,-90,1,0,35.0,0,1
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,2016-06-04,6,2016,2,73,18,1825,1215,0,0,-68.0,0,1
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,2016-06-04,6,2016,2,193,60,1825,1212,0,0,-70.0,0,1
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,2016-06-04,6,2016,2,334,105,365,-256,1,0,16.249999999999996,0,1
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,2014-06-01,6,2014,2,108,24,1825,464,0,0,29.000000000000004,1,-1
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,2014-06-01,6,2014,2,243,66,1095,-247,1,0,25.0,0,1
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,2014-06-01,6,2014,2,501,150,730,-608,1,0,50.0,0,1
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,2014-06-01,6,2014,2,101,30,730,-633,1,0,33.0,0,1
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,2014-06-01,6,2014,2,493,150,730,-621,1,0,47.99999999999999,0,1
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,2016-12-10,12,2016,4,90,24,1825,1416,0,0,8.75,0,1
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,2016-09-11,9,2016,3,521,150,730,216,0,0,47.0,0,1
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,2016-09-11,9,2016,3,198,54,365,-122,1,0,19.000000000000004,1,-1
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,2016-12-10,12,2016,4,238,66,1095,707,0,0,28.000000000000004,0,1
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,2016-12-10,12,2016,4,477,135,365,-65,1,0,45.0,0,1
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,2015-11-28,11,2015,4,221,60,1825,1049,0,0,-70.0,0,1
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,2015-11-28,11,2015,4,201,66,1095,320,0,0,-23.75,0,1
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,2015-11-28,11,2015,4,228,66,1095,306,0,0,7.499999999999998,0,1
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,2015-11-28,11,2015,4,121,45,540,-228,1,0,8.75,0,1
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,2017-12-01,12,2017,4,152,54,365,320,0,0,34.0,0,1
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,2017-12-01,12,2017,4,238,66,1095,1031,0,0,2.9999999999999996,0,1
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,2017-12-01,12,2017,4,406,120,730,662,0,0,35.0,0,1
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,2017-06-08,6,2017,2,118,30,730,477,0,0,-275.0,1,-1
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,2014-09-19,9,2014,3,65,12,730,-502,1,0,-16.666666666666668,1,-1
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,2014-09-19,9,2014,3,26,12,730,-484,1,0,-10.0,1,-1
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,2016-06-06,6,2016,2,178,45,540,-72,1,0,8.75,0,1
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,2015-11-10,11,2015,4,198,54,365,-417,1,0,43.99999999999999,0,1
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,2017-06-16,6,2017,2,321,105,365,112,0,0,33.75,0,1
Standard Class,Consumer,United States,Morristown,New Jersey,7960,East,Office Supplies,Fasteners,7.56,6,0.0,0.3024,2016-01-22,1,2016,1,671,210,365,-355,1,0,4.0,0,1
